model,model_tag,setting,project,approach,k_label,k,cost_path
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k1,1.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k3,3.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k6,6.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k9,9.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ft,finetune_fixed,,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag,k1,1.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag,k3,3.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag,k6,6.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag,k9,9.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k1,1.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k3,3.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k6,6.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,flutter_flutter,ragtag_debias,k9,9.0,results/issues11k/project_specific/flutter_flutter/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k1,1.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k10,10.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k11,11.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k12,12.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k13,13.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k14,14.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k15,15.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k16,16.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k17,17.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k18,18.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k19,19.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k2,2.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k20,20.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k25,25.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k3,3.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k30,30.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k4,4.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k5,5.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k6,6.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k7,7.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k8,8.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag,k9,9.0,results/issues11k/project_specific/flutter_flutter/vtag/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag_debias,k1,1.0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag_debias,k3,3.0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag_debias,k6,6.0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,flutter_flutter,vtag_debias,k9,9.0,results/issues11k/project_specific/flutter_flutter/vtag_debias_m3/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,zero_shot,0.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ft,finetune_fixed,,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
Qwen-7B,unsloth_Qwen2_5_7B_Instruct_bnb_4bit,project_specific,kubernetes_kubernetes,ragtag_debias,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/unsloth_Qwen2_5_7B_Instruct_bnb_4bit/ragtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k10,10.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k11,11.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k12,12.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k13,13.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k14,14.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k15,15.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k16,16.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k17,17.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k18,18.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k19,19.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k2,2.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k20,20.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k25,25.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k30,30.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k4,4.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k5,5.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k7,7.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k8,8.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag_debias,k1,1.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag_debias,k3,3.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag_debias,k6,6.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/cost_metrics.csv
,,project_specific,kubernetes_kubernetes,vtag_debias,k9,9.0,results/issues11k/project_specific/kubernetes_kubernetes/vtag_debias_m3/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-14B,unsloth_Qwen2_5_14B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_14B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag_debias,k9,9.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_debias_m3_v2/predictions/cost_metrics.csv
Qwen-32B,unsloth_Qwen2_5_32B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,zero_shot,0.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_32B_Instruct_bnb_4bit/ragtag_v2/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ft,finetune_fixed,,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/finetune_fixed/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k1,1.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k3,3.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
Qwen-3B,unsloth_Qwen2_5_3B_Instruct_bnb_4bit,project_specific,microsoft_TypeScript,ragtag,k6,6.0,results/issues11k/project_specific/microsoft_TypeScript/unsloth_Qwen2_5_3B_Instruct_bnb_4bit/ragtag/predictions/cost_metrics.csv
